time,x0,x1,x2
0.0,1.0,1.0,1.0
0.004000400040004,1.0020511146975715,1.1038896732645043,0.993578172612176
0.008000800080008,1.008095310867011,1.2078272757395807,0.9876569483749839
0.012001200120012,1.0179862386607417,1.312233336228762,0.9822550597396597
0.016001600160016,1.0315994517905347,1.41751224171338,0.9773968841147096
0.020002000200020003,1.0488309607831396,1.5240544992320149,0.9731123457379403
0.024002400240024,1.069595928517445,1.6322388398849215,0.9694369149650804
0.028002800280028002,1.0938274963984829,1.742434178389607,0.9664116966429197
0.032003200320032,1.1214757310030763,1.8550014394751742,0.9640836012825388
0.036003600360036005,1.1525066810946385,1.9702952625688777,0.9625055945333927
0.040004000400040006,1.1869015359733661,2.0886655947772446,0.9617370221989345
0.04400440044004401,1.2246558778189562,2.2104591789572354,0.9618440089967969
0.048004800480048,1.2657790190090112,2.336020947316693,0.9628999311667386
0.052005200520052,1.310293419109721,2.46569532331093,0.9649859632175396
0.056005600560056004,1.3582341733048988,2.5998274410949547,0.9681917013070199
0.060006000600060005,1.4096485677670456,2.7387642830774666,0.9726158651050133
0.064006400640064,1.4645956951706351,2.882855741448438,0.9783670826809678
0.06800680068006801,1.52314612544226,3.03245560488214,0.985564762148544
0.07200720072007201,1.5853816268757694,3.1879224702147435,0.9943400552458118
0.07600760076007601,1.6513949322683361,3.3496205803186423,1.0048369192063766
0.08000800080008001,1.7212895455954513,3.5179205860482816,1.0172132833158907
0.08400840084008401,1.7951795846993754,3.693200228352361,1.0316423268349397
0.08800880088008801,1.8731896552004732,3.8758449366241763,1.0483138770290654
0.09200920092009202,1.9554547510463616,4.066248336916468,1.0674359351650025
0.096009600960096,2.0421201769894775,4.264812662131021,1.0892363401462677
0.1000100010001,2.1333414881042794,4.471949053520437,1.1139645785357932
0.104010401040104,2.2292844411539385,4.688077741451099,1.141893751158651
0.10801080108010801,2.330124952326021,4.91362809062614,1.1733227066203122
0.11201120112011201,2.4360490554167824,5.1490384920808285,1.2085783522812126
0.11601160116011601,2.5472528540815236,5.394756081616895,1.2480181522934597
0.12001200120012001,2.6639424611125504,5.651236260549499,1.2920328239798726
0.12401240124012401,2.7863339169426373,5.918941991035615,1.3410492411880754
0.128012801280128,2.9146530787484255,6.198342834238428,1.3955335536484839
